pathway_id,pathway_name,database,nes,pvalue,padj,set_size,core_enrichment,contrast,direction
GOBP_NEGATIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH,Negative Regulation of Programmed Cell Death,GO_BP,1.8459138,3.25091109e-10,1.29440443e-7,401,Timp1/Itga5/Lgals3/Itgav/Bcl2l1/Axl/Plk2/Anxa4/Cebpb/Jak2/Dyrk3/Ar/Tnfaip8/Cd44/Sphk1/Rps6ka1/Nfkb1/Bag3/Nr4a2/Egfr/Serpine1/Dab2/Il2/Adam8/Hspa1a/Nr4a3/Arhgef2/Ier3/Xbp1/Il1a/Ppt1/Hyou1/Plaur/Cttn/Anxa5/Vegfa/Clu/Itgb1/Cd38/Cd40lg/Dnaja1/Csf2/Tyro3/Asns/Ccnd2/Tfrc/Csnk2a2/Ptgs2/Ghitm/Hif1a/Egr3/Aldh7a1/Thbs1/Hsp90b1/Cflar/Bcl2l2/Muc1/Pycr1/Kifap3/Pdcd1/Ebi3/Egln3/Id1/Cth/Klf4/Ccn1/Plk3/Smad3/Hspd1/Htra2/Hdac1/Arf4/Nrp1/Psme3/Hspa5/Grk5/Notch2/Nupr1/Hspb1/Ppard/Hax1/Pim3/Hdac2/Rara/Hspa9/Atf5/Lmna/Mdm2/Dusp1/Aurka/Cd74/Prkcd/Cln8/Bcl10/Fhl2/Cdk1/Il4/Pim1/Serpinb2/Ccl5/Pak4/Ctnna1/Rock1/Acvr1/Il7r/Hras/Tnf/Prkch,WT_heat,Up
GOBP_ANIMAL_ORGAN_MORPHOGENESIS,Animal Organ Morphogenesis,GO_BP,1.91290443,6.51300055e-10,1.94494479e-7,302,Gja5/Ctsz/Cebpb/Aldh1a2/Fosl2/Perp/Tnfsf11/Epha2/Bcr/Plod3/Ar/Nab2/Rbpj/Rps6ka1/Inhba/Nfkb1/Tnfrsf11b/Egfr/Serpine1/Nr4a3/Galnt3/Xbp1/Aplp1/Vegfa/Acvrl1/Cdon/Etv5/Foxo3/Bmpr1a/Basp1/Thy1/Hif1a/Nsd2/Cflar/Srf/Sulf2/Exoc4/E2f5/Id1/Pdgfa/Hccs/Ccn1/Nrp2/Smad3/Fst/Efemp2/Areg/Thbs3/Hdac1/Nrp1/Hyal2/Pafah1b1/E2f4/Notch2/Jag1/Nf2/Polb/Taf10/Bsg/Nf1/Olfm1/Fbxw11/Sos1/Hdac2/Rara/Ext1/Blvrb/Mdm2/Fhl2/Tgm2/Eln/Nectin1/Pkp2/Col5a2/Inppl1/Pim1/Errfi1/Fgfr3/Ctnna1/Acvr1/Acp5/Tgfb1/Hras/Tnf/Lif/Ptch1,WT_heat,Up
GOBP_EMBRYO_DEVELOPMENT,Embryo Development,GO_BP,1.88191112,6.19535937e-10,1.94494479e-7,344,Gja5/Crabp2/Itga5/Itga3/Itgav/Bcl2l1/Cebpb/Aldh1a2/Epha2/Bcr/Plod3/Top1/Ar/Plxnb2/Itgb5/Cdkn1a/Rbpj/Furin/Ret/Inhba/Egfr/Nr4a3/Eomes/Dusp5/Fosl1/Lman1/Sh2b3/Vegfa/Itgb1/Rbbp8/Acvrl1/Noct/Cdon/Myh10/Kdm6b/Pdgfb/Csf2/Map3k20/Bmpr1a/Basp1/Itgb2/Sdc4/Zfp36l1/Nup50/Hif1a/Zbtb17/Srf/Sulf2/Exoc4/Lats1/Pdgfa/Klf4/Lamc1/Ccn1/Chek1/Nrp2/Acsl4/Smad3/Bysl/Hdac1/Nrp1/Gins1/Pafah1b1/Dusp4/Ruvbl2/Notch2/Nolc1/Sec24d/Nf2/Polb/Taf10/Spint2/Nf1/Adm/Psph/Lhx2/Tra2b/Sos1/Hdac2/Rara/Ext1/Slc35d1/Dusp1/Bcl10/Marcks/Nectin1/Cdk1/Col5a2/Cul4a/Dusp2/Rock1/Acvr1/Tgfb1/Tnf/Lif/Ptch1/Ets2,WT_heat,Up
GOBP_REGULATION_OF_CELLULAR_LOCALIZATION,Regulation of Cellular Localization,GO_BP,2.02671341,1.06108735e-9,2.81659742e-7,201,Lgals3/Itga3/Myo1c/Bcl2l1/Jak2/Epha2/Sfn/Ar/Ehd1/Pak1/Bag3/Egfr/Dab2/Ier3/Atp2c1/Xbp1/Stx7/Aaas/Ifi27/Itgb1/Atp2b4/Stom/Cd36/Itgb2/Gsn/Nlgn2/Hif1a/Aldh7a1/Arf6/Lrp1/Anxa2/Rhog/Lamc1/Kif5b/Plk3/Smad3/Hsp90aa1/Hyal2/Dynlt3/Sec24d/Tmem97/Nf2/Ppard/Nf1/Olfm1/Pim3/Ifng/Jagn1/Prkcd/Cltc/Cdk1/Gpc1/Aldoa/Actb/Tgfb1/Hras/Ap2b1/Tnf/Prkch/Ezr/Ywhae/Akt2/Xpo1/Ect2/Tmed2,WT_heat,Up
GOBP_RESPONSE_TO_WOUNDING,Response to Wounding,GO_BP,2.00594759,1.379008e-9,3.29445012e-7,239,Timp1/Plek/Itga5/Itgav/Axl/Spp1/Procr/Jak2/Cd44/Actg1/Pak1/Itgb5/Cdkn1a/Inhba/Serpine1/S100a10/F3/Xbp1/Il1a/Fosl1/Plaur/Lman1/Anxa5/Sh2b3/Vegfa/Itgb1/Acvrl1/Hbegf/Cd40lg/Myh10/Pdgfb/Metap1/Adam17/Tyro3/Cd36/Serpinc1/Sdc4/Zfp36l1/Plec/Cldn4/Hif1a/Plscr1/Thbs1/Tspo/Srf/Sulf2/Ahnak/Anxa2/Pdgfa/Klf4/Smad3/Arf4/Nrp1/Notch2/Hspb1/Tmem97/Ntrk3/Ppard/St3gal4/Nf1/Il1rl1/Klk8/Ext1/Vcl/Aurka/Prkcd/Cdk1/Alox15/Serpinb2/Actb/Ctnna1/Plau/Tgfb1/Hras/Tnf/Cnn2/Vav2/Fermt2/Map1b/Pik3ca/Anxa1/Pik3cb/Pros1/Pparg/Adgrg1/Dgkg/Il10/Stxbp1/Comt,WT_heat,Up
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION,Regulation of Protein Localization,GO_BP,1.86549424,2.3694094e-9,5.14592642e-7,354,Gja5/Lgals3/Itga3/Myo1c/Bcl2l1/Jak2/Epha2/Sfn/Ywhag/Ar/Pak1/Rhbdf2/Bag3/Egfr/Dab2/Adam8/Atp2c1/Rxra/Xbp1/Il1a/Stx7/Lman1/Kcnn4/Glud1/Vegfa/Ifi27/Itgb1/Atp2b4/Cd38/Myh10/Dnaja1/Stom/Cd36/Ipo7/Tfrc/Itgb2/Gsn/Csnk2a2/Nlgn2/Hif1a/Nsd2/Aldh7a1/Arf6/Lrp1/Lats1/Rhog/Lamc1/Kif5b/Plk3/Acsl4/Smad3/Tomm70a/Bysl/Hsp90aa1/Htra2/Nedd9/Hyal2/Cct7/Ube2d3/Csnk1e/Pin1/Apbb1/Sec24d/Nos2/Tcp1/Tmem97/Nf2/Cct3/Ppard/Bsg/Nf1/Olfm1/Hax1/Pim3/Ifng/Vcl/Jagn1/Lmna/Cct5/Prkcd/Cltc/Cdk1/Inppl1/Gpc1/Gzmb/Aldoa/Ccl5/Actb/Slc16a1/Ctnna1/Tgfb1/Hras/Ap2b1/Tnf/Prkch/Rsl1d1/Ptch1/Ezr/Ywhae/Ube2l3/Akt2/Xpo1/Ect2/Il13/Tmed2/Fermt2/Pkp3/Tmed10/Pik3ca/Cpt1a/Rer1/Prkaa2/Tlr2/Pparg,WT_heat,Up
GOBP_GENERATION_OF_NEURONS,Generation of Neurons,GO_BP,1.83063728,3.14240537e-9,6.25600536e-7,406,C3/Crabp2/Ophn1/Itga3/Axl/Spp1/Ncs1/Cebpb/Aldh1a2/Jak2/Epha2/Ywhag/Ehd1/Plxnb2/Actg1/Pak1/Rbpj/Ret/Inhba/Nr4a2/Egfr/Dab2/Il2/Rora/Nr4a3/Arhgef2/Ccr4/Xbp1/Eomes/Ppt1/Dlg4/Cttn/Aplp1/Dennd5a/Notch3/Vegfa/Itgb1/Arl3/Cd38/Cdon/Gfi1/Myh10/Foxo3/Cdk6/Egr2/Adam17/Eif4e/Bmpr1a/Sdc4/Thy1/Xk/Nlgn2/Fkbp4/Hif1a/Nfe2l1/Cflar/Tspo/Kif13b/Srf/Arf6/Ppp2r5b/Id1/Klf4/Map6/Vapa/Kif5b/Nrp2/Acsl4/Smad3/Hsp90aa1/Htra2/Areg/Golga4/Hdac1/Arf4/Nrp1/Pafah1b1/Wasf1/Tiam1/Notch2/Cdc27/Pin1/Apbb1/Jag1/Alcam/Ntrk3/Bsg/Nf1/Olfm1/Sdc2/Lhx2/Kif5c/Sos1/Hdac2/Rara/Klk8/Ext1/Vcl/Atf5/Aurka/Cln8/Nectin1/Pmp22/Pak4/Actb/Ctnna1/Rock1/Cyfip1/Tgfb1/Lif/Ptch1/Ywhae/Itga4/Sema3b/Cul5/Ect2/Farp1/Ogdh,WT_heat,Up
GOBP_GROWTH,Growth,GO_BP,1.84600433,3.42037312e-9,6.28559338e-7,322,Crabp2/Bcl2l1/Spp1/Fosl2/Sfn/Ar/Pak1/Cdkn1a/Rbpj/Sphk1/Rps6ka1/Net1/Gpd2/Inhba/Il9/Egfr/Mapk11/Dab2/Il2/Hspa1a/Galnt3/Xbp1/Ppt1/Aaas/Cttn/Bst2/Vegfa/Itgb1/Acvrl1/Avpr1a/Hbegf/Cd38/Foxo3/Adam17/Igfbp7/Bmpr1a/Tfrc/Basp1/Zfp36l1/Plec/Hif1a/Cflar/Srf/Lats1/Chek1/Klf5/Nrp2/Acsl4/Smad3/Tomm70a/Htra2/Areg/Thbs3/Golga4/Bcar1/Nrp1/Gins1/Hyal2/Pafah1b1/Wasf1/Notch2/Tmem97/Nf2/Alcam/Ntrk3/Ppard/Taf10/Bsg/Olfm1/Krt17/Adm/Lhx2/Mt2/Sos1/Rara/Ext1/Ecm1/Vcl/Atf5/Gpat4/Aurka/Sdcbp/Cdk1/Pim1/Fgfr3/Pak4/Cyfip1/Enpp1/Tgfb1/Ptch1/Stc2/Ezr/Itga4/Tmed2/Cxcl16/Adam15/Kmt2d/Map1b/Try5/Cish/Pik3ca/Dusp6/Zmiz1/Anxa1/Chpt1,WT_heat,Up
GOCC_ENDOPLASMIC_RETICULUM_LUMEN,Endoplasmic Reticulum Lumen,GO_CC,2.20523465,6.35646508e-9,6.58953547e-7,98,Timp1/C3/Ctsz/Spp1/Plod3/Il23a/Hyou1/Plaur/Pdia6/Clu/Pdgfb/Adam17/Igfbp7/Serpinc1/Ptgs2/Tspan5/Thbs1/Hsp90b1/Tor1b/Ctsc/Ebi3/Ckap4/Pdgfa/Lamc1/P4ha1/Ccn1/Hspa5/Calu/Sdc2/Cercam/P4ha2/Col5a2/Lgals1/Stc2,WT_heat,Up
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,Hallmark,2.03922189,6.59667369e-8,1.09944561e-6,144,Timp1/Sdc1/Itga5/Itgav/Spp1/Plod3/Cd44/Itgb5/Inhba/Tnfrsf11b/Serpine1/Plod2/Dab2/Eno2/Tpm4/Plaur/Aplp1/Vegfa/Itgb1/Plod1/Basp1/Sdc4/Thy1/Thbs1/Pvr/Lrp1/Lamc2/Lamc1/Ccn1/Glipr1/Efemp2/Areg/Notch2/Cxcl2/Calu/Ecm1/Tgm2/Eln/Col5a2/Gpc1/Pmp22/Lgals1/Gem/Tgfb1,WT_heat,Up
GOBP_CELL_CELL_ADHESION,Cell Cell Adhesion,GO_BP,1.82010531,7.56358356e-9,1.29067151e-6,365,Hsph1/Plek/Itga5/Lgals3/Itga3/Itgav/Epcam/Pdcd1lg2/Cebpb/Perp/Jak2/Tnfsf11/Sfn/Olr1/Ywhag/Plxnb2/Cd44/Actg1/Itgb5/Cd80/Slamf1/Ret/Egfr/Il2/Cd70/Adam8/Nr4a3/Il23a/Atp2c1/Xbp1/Il1a/Plaur/Dlg4/Sh2b3/Slc7a1/Vegfa/Itgb1/Cdon/Cd40lg/Dusp3/Nfat5/Foxo3/Metap1/Cd274/Tyro3/Tfrc/Il12rb1/Itgb2/Sdc4/Thy1/Zfp36l1/Nlgn2/Cldn4/Egr3/Cd83/Pvr/S100a11/Srf/Kifap3/Tnfsf9/Pdcd1/Ebi3/Anxa2/Klf4/Ccn1/Hspd1/Chst2/Gcnt2/Mpzl2/Itga10/Hspb1/Jag1/Nf2/Alcam/Cnn3/Anxa9/Spint2/St3gal4/Bsg/Cercam/Rara/Ext1/Ifng/Vcl/Cd74/Prkcd/Bcl10/Nectin1/Il4/Pkp2/Pcdh1/Ccl5/Pak4/Actb/Ctnna1/Rock1/Acvr1/Il7r/Lgals1/Tgfb1/Tnf,WT_heat,Up
GOBP_TAXIS,Taxis,GO_BP,2.00567389,8.76050237e-9,1.33063216e-6,189,C3/Lgals3/Itgav/Perp/Tnfsf11/Epha2/Mpp1/Slamf1/Ccl22/Serpine1/Ccl4/F3/Adam8/Il23a/Ccl20/Ccr4/Nr4a1/Oxsr1/Fosl1/Plaur/Cttn/Vegfa/Hbegf/Dusp3/Pdgfb/Adam17/Gpr183/Itgb2/Plec/Egr3/Thbs1/Ddt/Rhog/Pdgfa/Ccn1/Stk39/Nrp2/Smad3/Ccl17/Nedd9/Bcar1/Nrp1/Hspb1/Cxcl2/Ntrk3/Pikfyve/Bsg/Pgf/Dusp1/Cd74/Prkcd/Ccl5/Plau/Tgfb1/Hras/Plcb2/Sema3b,WT_heat,Up
GOBP_IMPORT_INTO_CELL,Import Into Cell,GO_BP,1.8656348,8.91172649e-9,1.33063216e-6,309,Sdc1/C3/Ophn1/Lgals3/Itgav/Myo1c/Bcl2l1/Axl/Kcnk5/Rab34/Slc39a6/Bcr/Ehd1/Plxnb2/Cd44/Actg1/Pak1/Sphk1/Slamf1/M6pr/Pdzk1ip1/Serpine1/Dab2/Slc29a1/Ppt1/Dlg4/Cttn/Aplp1/Slc7a1/Kcnn4/Vegfa/Clu/Itgb1/Atp2b4/Irf8/Cap1/Pdlim7/Tyro3/Lrrc8c/Cd36/Tfrc/Itgb2/Gsn/Jmjd6/Trip10/Plscr1/Thbs1/Arf6/Lrp1/Anxa2/Slc2a1/Stk39/Slc1a5/Wasf1/Csnk1e/Grk2/Rab31/Nos2/Slc12a4/Mapkapk2/Pikfyve/Adm/Rara/Ifng/Sdcbp/Prkcd/Cln8/Tgm2/Cltc/Alox15/Il4/Inppl1/Actb/Cav2/Rock1/Tgfb1/Hras/Ap2b1/Tnf/Slc6a12/Atxn2/Hmmr/Ezr/Myd88/Itga4/Akt2/Arf1/Cnn2/Lrp10/Lyar/Eprs/Vav2/Cxcl16,WT_heat,Up
GOBP_WOUND_HEALING,Wound Healing,GO_BP,2.02216095,1.07109024e-8,1.4518306e-6,185,Timp1/Plek/Itga5/Itgav/Axl/Procr/Jak2/Cd44/Actg1/Pak1/Itgb5/Cdkn1a/Serpine1/S100a10/F3/Xbp1/Il1a/Plaur/Lman1/Anxa5/Sh2b3/Vegfa/Itgb1/Acvrl1/Hbegf/Cd40lg/Myh10/Pdgfb/Metap1/Adam17/Tyro3/Cd36/Serpinc1/Sdc4/Plec/Cldn4/Hif1a/Plscr1/Thbs1/Srf/Ahnak/Anxa2/Pdgfa/Smad3/Notch2/Hspb1/Tmem97/Ppard/St3gal4/Nf1/Ext1/Vcl/Prkcd/Alox15/Serpinb2/Actb/Plau/Tgfb1/Hras/Tnf/Cnn2/Vav2/Fermt2/Pik3ca/Anxa1/Pik3cb/Pros1/Pparg/Adgrg1,WT_heat,Up
